Matchday,Home Team,Away Team,Player In,Player Out,Time,Stoppage
38,Everton,Newcastle United,Shola Ameobi,Cheick Tioté,81,
38,Everton,Newcastle United,Denis Stracqualursi,Nikica Jelavić,83,
38,Manchester City,Queens Park Rangers,Nigel de Jong,Yaya Touré,44,
38,Manchester City,Queens Park Rangers,Armand Traoré,Djibril Cissé,59,
38,Manchester City,Queens Park Rangers,Edin Džeko,Gareth Barry,69,
38,Manchester City,Queens Park Rangers,Mario Balotelli,Carlos Tevez,75,
38,Manchester City,Queens Park Rangers,Jay Bothroyd,Bobby Zamora,76,
38,Norwich City,Aston Villa,Barry Bannan,Chris Herd,46,
38,Norwich City,Aston Villa,Gary Gardner,Carlos Cuéllar,66,
38,Norwich City,Aston Villa,Steve Morison,Grant Holt,68,
38,Norwich City,Aston Villa,Aaron Wilbraham,Simeon Jackson,68,
38,Norwich City,Aston Villa,Andrew Crofts,Jonathan Howson,76,
38,Norwich City,Aston Villa,Nathan Baker,Stephen Warnock,81,
38,Stoke City,Bolton Wanderers,Cameron Jerome,Ricardo Fuller,52,
38,Stoke City,Bolton Wanderers,Ryan Shotton,Matthew Upson,64,
38,Stoke City,Bolton Wanderers,David Ngog,Ivan Klasnić,69,
38,Stoke City,Bolton Wanderers,Lee Chung-Yong,Chris Eagles,81,
38,Stoke City,Bolton Wanderers,Marvin Sordell,Kevin Davies,83,
38,Sunderland,Manchester United,Ahmed Elmohamady,John O'Shea,43,
38,Sunderland,Manchester United,Wayne Bridge,Phillip Bardsley,62,
38,Sunderland,Manchester United,Connor Wickham,David Vaughan,74,
38,Sunderland,Manchester United,Nani,Ashley Young,82,
38,Swansea City,Liverpool,Craig Bellamy,Stewart Downing,60,
38,Swansea City,Liverpool,Dirk Kuyt,Maxi Rodríguez,73,
38,Swansea City,Liverpool,Wayne Routledge,Nathan Dyer,79,
38,Swansea City,Liverpool,Mark Gower,Gylfi Sigurðsson,88,
38,Tottenham Hotspur,Fulham,Ryan Nelsen,Kyle Walker,49,
38,Tottenham Hotspur,Fulham,Jermain Defoe,Rafael van der Vaart,60,
38,Tottenham Hotspur,Fulham,Pajtim Kasami,Danny Murphy,67,
38,Tottenham Hotspur,Fulham,Adam Smith ,Younes Kaboul,76,
38,West Bromwich Albion,Arsenal,Theo Walcott,Tomáš Rosický,46,
38,West Bromwich Albion,Arsenal,Keith Andrews,James Morrison,51,
38,West Bromwich Albion,Arsenal,Kieran Gibbs,Gervinho,67,
38,West Bromwich Albion,Arsenal,Peter Odemwingie,Simon Cox,73,
38,West Bromwich Albion,Arsenal,Aaron Ramsey,André Santos,79,
38,West Bromwich Albion,Arsenal,Paul Scharner,Graham Dorrans,79,
38,Wigan Athletic,Wolverhampton Wanderers,Carl Ikeme,Dorus de Vries,51,
38,Wigan Athletic,Wolverhampton Wanderers,Anthony Forde,Stephen Hunt,58,
38,Wigan Athletic,Wolverhampton Wanderers,Albert Crusat,Victor Moses,58,
38,Wigan Athletic,Wolverhampton Wanderers,Steven Fletcher,Sylvain Ebanks-Blake,75,
38,Wigan Athletic,Wolverhampton Wanderers,Hugo Rodallega,Franco Di Santo,78,
38,Wigan Athletic,Wolverhampton Wanderers,Jordi Gómez,Shaun Maloney,82,
