Matchday,Home Team,Away Team,Team,Player,Event,Bodypart,Time,Stoppage
33,Everton,Sunderland,Everton,Magaye Gueye,Shot following rebound,Left foot,52,
33,Everton,Sunderland,Everton,Steven Pienaar,Shot outside penalty area,Right foot,75,
33,Everton,Sunderland,Everton,Leon Osman,Shot outside penalty area,Right foot,76,
33,Everton,Sunderland,Everton,Victor Anichebe,Deflected shot,Right foot,81,
33,Fulham,Chelsea,Fulham,Clint Dempsey,Cross from corner kick,Head,82,
33,Manchester City,West Bromwich Albion,Manchester City,Sergio Agüero,Shot outside penalty area,Right foot,6,
33,Manchester City,West Bromwich Albion,Manchester City,Sergio Agüero,Shot inside goal area,Right foot,54,
33,Manchester City,West Bromwich Albion,Manchester City,Carlos Tevez,Shot inside penalty area,Right foot,61,
33,Manchester City,West Bromwich Albion,Manchester City,David Silva,Shot inside penalty area,Left foot,64,
33,Newcastle United,Bolton Wanderers,Newcastle United,Hatem Ben Arfa,Shot inside goal area,Left foot,73,
33,Newcastle United,Bolton Wanderers,Newcastle United,Papiss Demba Cissé,Cross from open play,Right foot,83,
33,Queens Park Rangers,Swansea City,Queens Park Rangers,Joey Barton,Cross from free kick,Right foot,45,1
33,Queens Park Rangers,Swansea City,Queens Park Rangers,Jamie Mackie,Shot outside penalty area,Left foot,55,
33,Queens Park Rangers,Swansea City,Queens Park Rangers,Ákos Buzsáky,Shot outside penalty area,Foot,67,
33,Tottenham Hotspur,Norwich City,Norwich City,Anthony Pilkington,Shot inside penalty area,Right foot,13,
33,Tottenham Hotspur,Norwich City,Tottenham Hotspur,Jermain Defoe,Shot inside penalty area,Right foot,33,
33,Tottenham Hotspur,Norwich City,Norwich City,Elliott Bennett,Shot outside penalty area,Right foot,66,
33,Wigan Athletic,Manchester United,Wigan Athletic,Shaun Maloney,Shot outside penalty area,Right foot,50,
33,Wolverhampton Wanderers,Arsenal,Arsenal,Theo Walcott,Shot inside penalty area,Right foot,11,
33,Wolverhampton Wanderers,Arsenal,Arsenal,Yossi Benayoun,Deflected shot,Foot,69,
34,Arsenal,Wigan Athletic,Wigan Athletic,Franco Di Santo,Shot inside goal area,Right foot,7,
34,Arsenal,Wigan Athletic,Wigan Athletic,Jordi Gómez,Contested scramble,Left foot,8,
34,Arsenal,Wigan Athletic,Arsenal,Thomas Vermaelen,Cross from open play,Head,21,
34,Bolton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Luka Modrić,Shot outside penalty area,Foot,37,
34,Bolton Wanderers,Tottenham Hotspur,Bolton Wanderers,Nigel Reo-Coker,Shot inside penalty area,Right foot,51,
34,Bolton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Rafael van der Vaart,Shot inside goal area,Left foot,60,
34,Bolton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Emmanuel Adebayor,Shot inside goal area,Right foot,62,
34,Bolton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Emmanuel Adebayor,Shot inside goal area,Right foot,69,
34,Chelsea,Newcastle United,Newcastle United,Papiss Demba Cissé,Shot inside goal area,Left foot,19,
34,Chelsea,Newcastle United,Newcastle United,Papiss Demba Cissé,Shot inside penalty area,Right foot,90,4
34,Liverpool,Fulham,Fulham,Martin Škrtel,Deflected shot,Unknown,5,
34,Manchester United,Aston Villa,Manchester United,Danny Welbeck,Shot inside goal area,Right foot,43,
34,Manchester United,Aston Villa,Manchester United,Wayne Rooney,Deflected shot,Unknown,73,
34,Manchester United,Aston Villa,Manchester United,Nani,Shot inside penalty area,Left foot,90,3
34,Norwich City,Manchester City,Manchester City,Carlos Tevez,Shot outside penalty area,Right foot,18,
34,Norwich City,Manchester City,Manchester City,Sergio Agüero,Shot inside penalty area,Right foot,27,
34,Norwich City,Manchester City,Norwich City,Andrew Surman,Shot following rebound,Right foot,51,
34,Norwich City,Manchester City,Manchester City,Carlos Tevez,Shot following rebound,Head,73,
34,Norwich City,Manchester City,Manchester City,Sergio Agüero,Shot inside penalty area,Right foot,75,
34,Norwich City,Manchester City,Manchester City,Carlos Tevez,Shot following defensive giveaway,Foot,80,
34,Norwich City,Manchester City,Manchester City,Adam Johnson,Shot inside penalty area,Left foot,90,3
34,Stoke City,Everton,Everton,Peter Crouch,Cross from open play,Unknown,44,
34,Stoke City,Everton,Stoke City,Cameron Jerome,Shot inside penalty area,Foot,69,
34,Swansea City,Blackburn Rovers,Swansea City,Gylfi Sigurðsson,Cross from open play,Left foot,37,
34,Swansea City,Blackburn Rovers,Swansea City,Nathan Dyer,Shot inside penalty area,Right foot,43,
34,Swansea City,Blackburn Rovers,Swansea City,Scott Dann,Deflected shot,Unknown,63,
34,West Bromwich Albion,Queens Park Rangers,West Bromwich Albion,Graham Dorrans,Deflected shot,Foot,22,
35,Blackburn Rovers,Norwich City,Blackburn Rovers,Mauro Formica,Cross from open play,Right foot,41,
35,Blackburn Rovers,Norwich City,Blackburn Rovers,Junior Hoilett,Shot outside penalty area,Foot,49,
35,Bolton Wanderers,Swansea City,Swansea City,Scott Sinclair,Shot outside penalty area,Right foot,6,
35,Bolton Wanderers,Swansea City,Bolton Wanderers,Chris Eagles,Cross from open play,Right foot,14,
35,Fulham,Wigan Athletic,Wigan Athletic,Emmerson Boyce,Shot outside penalty area,Right foot,57,
35,Fulham,Wigan Athletic,Fulham,Pavel Pogrebnyak,Shot outside penalty area,Left foot,58,
35,Fulham,Wigan Athletic,Fulham,Philippe Senderos,Cross from free kick,Head,89,
35,Liverpool,West Bromwich Albion,West Bromwich Albion,Peter Odemwingie,Shot inside penalty area,Right foot,75,
35,Manchester United,Everton,Everton,Nikica Jelavić,Cross from open play,Head,33,
35,Manchester United,Everton,Manchester United,Wayne Rooney,Cross from open play,Head,41,
35,Manchester United,Everton,Manchester United,Danny Welbeck,Shot outside penalty area,Right foot,57,
35,Manchester United,Everton,Manchester United,Nani,Shot inside goal area,Right foot,60,
35,Manchester United,Everton,Everton,Marouane Fellaini,Cross from open play,Right foot,67,
35,Manchester United,Everton,Manchester United,Wayne Rooney,Shot inside penalty area,Right foot,69,
35,Manchester United,Everton,Everton,Nikica Jelavić,Shot inside penalty area,Right foot,83,
35,Manchester United,Everton,Everton,Steven Pienaar,Shot inside penalty area,Right foot,85,
35,Newcastle United,Stoke City,Newcastle United,Yohan Cabaye,Shot following rebound,Head,14,
35,Newcastle United,Stoke City,Newcastle United,Papiss Demba Cissé,Shot inside penalty area,Left foot,18,
35,Newcastle United,Stoke City,Newcastle United,Yohan Cabaye,Shot outside penalty area,Right foot,57,
35,Queens Park Rangers,Tottenham Hotspur,Queens Park Rangers,Adel Taarabt,Direct from free kick,Foot,24,
35,Wolverhampton Wanderers,Manchester City,Manchester City,Sergio Agüero,Shot inside penalty area,Right foot,27,
35,Wolverhampton Wanderers,Manchester City,Manchester City,Samir Nasri,Shot inside penalty area,Right foot,74,
36,Chelsea,Queens Park Rangers,Chelsea,Daniel Sturridge,Shot inside penalty area,Right foot,1,
36,Chelsea,Queens Park Rangers,Chelsea,John Terry,Cross from corner kick,Head,13,
36,Chelsea,Queens Park Rangers,Chelsea,Fernando Torres,Shot inside goal area,Right foot,19,
36,Chelsea,Queens Park Rangers,Chelsea,Fernando Torres,Shot inside goal area,Left foot,25,
36,Chelsea,Queens Park Rangers,Chelsea,Fernando Torres,Shot inside goal area,Right foot,64,
36,Chelsea,Queens Park Rangers,Chelsea,Florent Malouda,Shot inside goal area,Left foot,80,
36,Chelsea,Queens Park Rangers,Queens Park Rangers,Djibril Cissé,Shot inside goal area,Right foot,84,
36,Everton,Fulham,Everton,Marouane Fellaini,Cross from corner kick,Head,16,
36,Everton,Fulham,Everton,Nikica Jelavić,Shot inside penalty area,Right foot,40,
36,Everton,Fulham,Everton,Tim Cahill,Shot inside penalty area,Right foot,60,
36,Manchester City,Manchester United,Manchester City,Vincent Kompany,Cross from corner kick,Head,45,1
36,Norwich City,Liverpool,Liverpool,Luis Suárez,Shot inside penalty area,Left foot,24,
36,Norwich City,Liverpool,Liverpool,Luis Suárez,Shot inside penalty area,Right foot,28,
36,Norwich City,Liverpool,Liverpool,Luis Suárez,Shot outside penalty area,Right foot,82,
36,Stoke City,Arsenal,Stoke City,Peter Crouch,Cross from open play,Head,9,
36,Stoke City,Arsenal,Arsenal,Robin van Persie,Cross from open play,Right foot,15,
36,Sunderland,Bolton Wanderers,Bolton Wanderers,Kevin Davies,Cross from open play,Right foot,26,
36,Sunderland,Bolton Wanderers,Sunderland,Nicklas Bendtner,Shot inside penalty area,Right foot,36,
36,Sunderland,Bolton Wanderers,Sunderland,James McClean,Direct from free kick,Foot,55,
36,Sunderland,Bolton Wanderers,Bolton Wanderers,Kevin Davies,Cross from open play,Head,70,
36,Swansea City,Wolverhampton Wanderers,Swansea City,Andrea Orlandi,Cross from open play,Head,1,
36,Swansea City,Wolverhampton Wanderers,Swansea City,Joe Allen,Deflected shot,Right foot,4,
36,Swansea City,Wolverhampton Wanderers,Swansea City,Nathan Dyer,Cross from open play,Head,15,
36,Swansea City,Wolverhampton Wanderers,Wolverhampton Wanderers,Steven Fletcher,Cross from open play,Head,28,
36,Swansea City,Wolverhampton Wanderers,Swansea City,Danny Graham,Cross from open play,Right foot,31,
36,Swansea City,Wolverhampton Wanderers,Wolverhampton Wanderers,Matthew Jarvis,Cross from open play,Right foot,33,
36,Swansea City,Wolverhampton Wanderers,Wolverhampton Wanderers,David Edwards,Cross from free kick,Right foot,54,
36,Swansea City,Wolverhampton Wanderers,Wolverhampton Wanderers,Matthew Jarvis,Cross from open play,Right foot,69,
36,Tottenham Hotspur,Blackburn Rovers,Tottenham Hotspur,Rafael van der Vaart,Shot inside goal area,Left foot,22,
36,Tottenham Hotspur,Blackburn Rovers,Tottenham Hotspur,Kyle Walker,Direct from free kick,Right foot,75,
36,Wigan Athletic,Newcastle United,Wigan Athletic,Victor Moses,Cross from open play,Head,13,
36,Wigan Athletic,Newcastle United,Wigan Athletic,Victor Moses,Cross from open play,Right foot,15,
36,Wigan Athletic,Newcastle United,Wigan Athletic,Shaun Maloney,Shot inside penalty area,Right foot,36,
36,Wigan Athletic,Newcastle United,Wigan Athletic,Franco Di Santo,Shot outside penalty area,Foot,45,2
37,Arsenal,Norwich City,Arsenal,Yossi Benayoun,Shot outside penalty area,Right foot,2,
37,Arsenal,Norwich City,Norwich City,Wes Hoolahan,Shot inside penalty area,Left foot,12,
37,Arsenal,Norwich City,Norwich City,Grant Holt,Deflected shot,Right foot,27,
37,Arsenal,Norwich City,Arsenal,Robin van Persie,Shot inside goal area,Left foot,72,
37,Arsenal,Norwich City,Arsenal,Robin van Persie,Shot inside penalty area,Right foot,80,
37,Arsenal,Norwich City,Norwich City,Steve Morison,Shot inside penalty area,Right foot,85,
37,Aston Villa,Tottenham Hotspur,Aston Villa,Ciaran Clark,Deflected shot,Foot,35,
37,Blackburn Rovers,Wigan Athletic,Wigan Athletic,Antolín Alcaraz,Cross from corner kick,Head,87,
37,Bolton Wanderers,West Bromwich Albion,Bolton Wanderers,Billy Jones,Deflected shot,Unknown,72,
37,Bolton Wanderers,West Bromwich Albion,West Bromwich Albion,Chris Brunt,Shot inside goal area,Left foot,75,
37,Bolton Wanderers,West Bromwich Albion,West Bromwich Albion,James Morrison,Shot inside penalty area,Right foot,90,
37,Fulham,Sunderland,Fulham,Clint Dempsey,Direct from free kick,Foot,11,
37,Fulham,Sunderland,Sunderland,Phillip Bardsley,Shot outside penalty area,Right foot,34,
37,Fulham,Sunderland,Fulham,Moussa Dembélé,Shot outside penalty area,Left foot,35,
37,Liverpool,Chelsea,Liverpool,Michael Essien,Deflected shot,Unknown,19,
37,Liverpool,Chelsea,Liverpool,Jordan Henderson,Shot outside penalty area,Right foot,25,
37,Liverpool,Chelsea,Liverpool,Daniel Agger,Flick on from corner kick,Head,28,
37,Liverpool,Chelsea,Chelsea,Ramires,Shot inside goal area,Right foot,50,
37,Liverpool,Chelsea,Liverpool,Jonjo Shelvey,Shot outside penalty area,Foot,61,
37,Manchester United,Swansea City,Manchester United,Paul Scholes,Shot following rebound,Right foot,28,
37,Manchester United,Swansea City,Manchester United,Ashley Young,Shot following rebound,Right foot,41,
37,Newcastle United,Manchester City,Manchester City,Yaya Touré,Shot outside penalty area,Right foot,70,
37,Newcastle United,Manchester City,Manchester City,Yaya Touré,Shot inside goal area,Left foot,89,
37,Queens Park Rangers,Stoke City,Queens Park Rangers,Djibril Cissé,Shot inside goal area,Right foot,89,
38,Chelsea,Blackburn Rovers,Chelsea,John Terry,Cross from open play,Head,31,
38,Chelsea,Blackburn Rovers,Chelsea,Raul Meireles,Shot inside penalty area,Right foot,34,
38,Chelsea,Blackburn Rovers,Blackburn Rovers,Yakubu,Cross from corner kick,Head,60,
38,Everton,Newcastle United,Everton,Steven Pienaar,Deflected shot,Foot,16,
38,Everton,Newcastle United,Everton,Nikica Jelavić,Shot inside goal area,Right foot,27,
38,Everton,Newcastle United,Everton,Johnny Heitinga,Cross from free kick,Head,65,
38,Everton,Newcastle United,Newcastle United,Tony Hibbert,Cross from open play,Head,73,
38,Manchester City,Queens Park Rangers,Manchester City,Pablo Zabaleta,Shot inside penalty area,Right foot,39,
38,Manchester City,Queens Park Rangers,Queens Park Rangers,Djibril Cissé,Shot outside penalty area,Right foot,48,
38,Manchester City,Queens Park Rangers,Queens Park Rangers,Jamie Mackie,Cross from open play,Head,66,
38,Manchester City,Queens Park Rangers,Manchester City,Edin Džeko,Cross from corner kick,Head,90,2
38,Manchester City,Queens Park Rangers,Manchester City,Sergio Agüero,Shot inside penalty area,Right foot,90,4
38,Norwich City,Aston Villa,Norwich City,Grant Holt,Cross from free kick,Head,9,
38,Norwich City,Aston Villa,Norwich City,Simeon Jackson,Shot following rebound,Right foot,22,
38,Stoke City,Bolton Wanderers,Stoke City,Jonathan Walters,Cross from open play,Head,12,
38,Stoke City,Bolton Wanderers,Bolton Wanderers,Mark Davies,Shot inside penalty area,Right foot,39,
38,Stoke City,Bolton Wanderers,Bolton Wanderers,Kevin Davies,Shot outside penalty area,Foot,45,
38,Sunderland,Manchester United,Manchester United,Wayne Rooney,Cross from open play,Head,20,
38,Swansea City,Liverpool,Swansea City,Danny Graham,Shot inside goal area,Right foot,86,
38,Tottenham Hotspur,Fulham,Tottenham Hotspur,Emmanuel Adebayor,Shot inside penalty area,Right foot,2,
38,Tottenham Hotspur,Fulham,Tottenham Hotspur,Jermain Defoe,Shot following rebound,Foot,63,
38,West Bromwich Albion,Arsenal,Arsenal,Yossi Benayoun,Shot inside goal area,Foot,4,
38,West Bromwich Albion,Arsenal,West Bromwich Albion,Shane Long,Shot outside penalty area,Right foot,11,
38,West Bromwich Albion,Arsenal,West Bromwich Albion,Graham Dorrans,Shot inside penalty area,Right foot,15,
38,West Bromwich Albion,Arsenal,Arsenal,André Santos,Shot inside penalty area,Left foot,30,
38,West Bromwich Albion,Arsenal,Arsenal,Laurent Koscielny,Cross from corner kick,Right foot,55,
38,Wigan Athletic,Wolverhampton Wanderers,Wolverhampton Wanderers,Matthew Jarvis,Shot inside penalty area,Right foot,9,
38,Wigan Athletic,Wolverhampton Wanderers,Wigan Athletic,Franco Di Santo,Shot outside penalty area,Right foot,12,
38,Wigan Athletic,Wolverhampton Wanderers,Wigan Athletic,Emmerson Boyce,Cross from corner kick,Head,14,
38,Wigan Athletic,Wolverhampton Wanderers,Wigan Athletic,Emmerson Boyce,Shot outside penalty area,Right foot,79,
38,Wigan Athletic,Wolverhampton Wanderers,Wolverhampton Wanderers,Steven Fletcher,Shot inside penalty area,Left foot,86,
